"SKU","Name","Location ID","Stock Level On Hand","Stock Level Available","Location Stock Warn Level","Location Max. Stock Level","Priority"
"SOFIA-2S-GREY-VELVET","Sofia - 2 Seater Sofa - Dark Grey Velvet","","","","","",""
"SOFIA-2S-FRAME","SOFIA-2S-FRAME","4175","0","0","0","0","4"
"SOFIA-2S-DEV-TRUF","Sofia - 2 Seater Sofa - Devon Truffle","4174","0","0","0","0","1001"
"SOFIA-2S-DEV-TRUF","Sofia - 2 Seater Sofa - Devon Truffle","4182","0","0","0","0","1"
"SOFIA-2S-DEV-JET","Sofia - 2 Seater Sofa - Devon Jet","4174","0","0","0","0","1001"
"SOFIA-2S-DEV-JET","Sofia - 2 Seater Sofa - Devon Jet","4182","0","0","0","0","1"
"SOFIA-2S-DEV-ASH","Sofia - 2 Seater Sofa - Devon Ash","4174","0","0","0","0","1001"
"SOFIA-2S-DEV-ASH","Sofia - 2 Seater Sofa - Devon Ash","4182","0","0","0","0","1"
"SOFIA-2S-DARK-GREY","Sofia - 2 Seater Sofa - Dark Grey","","","","","",""
"SOFIA-2S-BLACK-VELVET","Sofia - 2 Seater Sofa - Black Velvet","","","","","",""
"SOFIA-2S-BEIGE-VELVET","Sofia - 2 Seater Sofa - Beige Velvet","","","","","",""
"SOFIA-2S-BEIGE-FABRIC","Sofia - 2 Seater Sofa - Beige","","","","","",""
"SMALL-PLANTER-2SCTS","47 Wide Concrete Planter with Two Sections","4174","0","0","0","0","1001"
"SMALL-PLANTER-2SCTS","47 Wide Concrete Planter with Two Sections","4175","0","0","0","0","4"
"SMALL-PLANTER-2SCTS","47 Wide Concrete Planter with Two Sections","4179","23","23","0","0","5"
"SMALL-PLANTER-2SCTS","47 Wide Concrete Planter with Two Sections","4180","0","0","0","0","2"
"SLOUCHY-ARMCHR-TDY-SLT","Slouchy - Armchair - Made to Order - Teddy Slate","4174","0","0","0","0","1001"
"SLOUCHY-ARMCHR-TDY-SLT","Slouchy - Armchair - Made to Order - Teddy Slate","4182","0","0","0","0","1"
"SLOUCHY-ARMCHR-TDY-IVRY","Slouchy - Armchair - Made to Order - Teddy Ivory","4174","0","0","0","0","1001"
"SLOUCHY-ARMCHR-TDY-IVRY","Slouchy - Armchair - Made to Order - Teddy Ivory","4182","0","0","0","0","1"
"SLOUCHY-ARMCHR-MON-ROY","Slouchy - Armchair - Made to Order - Monaco Royal","4174","0","0","0","0","1001"
"SLOUCHY-ARMCHR-MON-ROY","Slouchy - Armchair - Made to Order - Monaco Royal","4182","0","0","0","0","1"
"SLOUCHY-ARMCHR-MON-CHAR","Slouchy - Armchair - Made to Order - Monaco Charcoal","4174","0","0","0","0","1001"
"SLOUCHY-ARMCHR-MON-CHAR","Slouchy - Armchair - Made to Order - Monaco Charcoal","4182","0","0","0","0","1"
"SLOUCHY-ARMCHR-MAD-STL","Slouchy - Armchair - Made to Order - Madrid Steel","4174","0","0","0","0","1001"
"SLOUCHY-ARMCHR-MAD-STL","Slouchy - Armchair - Made to Order - Madrid Steel","4182","0","0","0","0","1"
"SLOUCHY-ARMCHR-MAD-CHAR","Slouchy - Armchair - Made to Order - Madrid Charcoal","4174","0","0","0","0","1001"
"SLOUCHY-ARMCHR-MAD-CHAR","Slouchy - Armchair - Made to Order - Madrid Charcoal","4182","0","0","0","0","1"
"SLOUCHY-ARMCHR-KEN-MINK","Slouchy - Armchair - Made to Order - Kensington Mink","4174","0","0","0","0","1001"
"SLOUCHY-ARMCHR-KEN-MINK","Slouchy - Armchair - Made to Order - Kensington Mink","4182","0","0","0","0","1"
"SLOUCHY-ARMCHR-DEV-TRUF","Slouchy - Armchair - Made to Order - Devon Truffle","4174","0","0","0","0","1001"
"SLOUCHY-ARMCHR-DEV-TRUF","Slouchy - Armchair - Made to Order - Devon Truffle","4182","0","0","0","0","1"
"SLOUCHY-ARMCHR-DEV-JET","Slouchy - Armchair - Made to Order - Devon Jet","4174","0","0","0","0","1001"
"SLOUCHY-ARMCHR-DEV-JET","Slouchy - Armchair - Made to Order - Devon Jet","4182","0","0","0","0","1"
"SLOUCHY-ARMCHR-DEV-ASH","Slouchy - Armchair - Made to Order - Devon Ash","1","0","0","0","0","1002"
"SLOUCHY-ARMCHAIR-TX-DK-GY","Slouchy - Armchair - Textured Dark Grey","","","","","",""
"SLOUCHY-ARMCHAIR-TSQ-VT","Slouchy - Armchair - Turquoise Velvet","","","","","",""
"SLOUCHY-ARMCHAIR-ST-LT-GY","Slouchy - Armchair - Soft Light Grey","","","","","",""
"SLOUCHY-ARMCHAIR-PL-GREEN","Slouchy - Armchair - Pastel Green","","","","","",""
"SLOUCHY-ARMCHAIR-NAVY-VT","Slouchy - Armchair - Navy Velvet","","","","","",""
"SLOUCHY-ARMCHAIR-MTE-BLK","Slouchy - Armchair - Matte Black","","","","","",""
"SLOUCHY-ARMCHAIR-KTD-BLK","Slouchy - Armchair - Knitted Black","","","","","",""
"SLOUCHY-ARMCHAIR-KD-BEIGE","Slouchy - Armchair - Knitted Beige","","","","","",""
"SLOUCHY-ARMCHAIR-FRAME","SLOUCHY-ARMCHAIR-FRAME","4174","0","0","0","0","1001"
"SLOUCHY-ARMCHAIR-FRAME","SLOUCHY-ARMCHAIR-FRAME","4175","0","0","0","0","4"
"SLOUCHY-ARMCHAIR-FRAME","SLOUCHY-ARMCHAIR-FRAME","4182","0","0","0","0","1"
"SLOUCHY-ARMCHAIR-DK-GY-VT","Slouchy - Armchair - Dark Grey Velvet","","","","","",""
"SLOUCHY-ARMCHAIR-DK-GREY","Slouchy - Armchair - Dark Grey","","","","","",""
"SLOUCHY-ARMCHAIR-BLK-VT","Slouchy - Armchair - Black Velvet","","","","","",""
"SLOUCHY-ARMCHAIR-BEIGE-VT","Slouchy - Armchair - Beige Velvet","","","","","",""
"SLOUCHY-ARMCHAIR-BEIGE","Slouchy - Armchair - Beige","","","","","",""
"SLOUCHY-3S-TXT-DARK-GREY","Slouchy - 3 Seater Sofa - Textured Dark Grey","","","","","",""
"SLOUCHY-3S-TURQUOISE-VELVET","Slouchy - 3 Seater Sofa - Turquoise Velvet","","","","","",""
"SLOUCHY-3S-TEDDY-SLATE","Slouchy - 3 Seater Sofa - Teddy Slate","4174","0","0","0","0","1001"
"SLOUCHY-3S-TEDDY-SLATE","Slouchy - 3 Seater Sofa - Teddy Slate","4182","0","0","0","0","1"
"SLOUCHY-3S-TEDDY-IVRY","Slouchy - 3 Seater Sofa - Teddy Ivory","4174","0","0","0","0","1001"
"SLOUCHY-3S-TEDDY-IVRY","Slouchy - 3 Seater Sofa - Teddy Ivory","4182","0","0","0","0","1"
"SLOUCHY-3S-PLUSH-GREY","Slouchy - 3 Seater Sofa - Plush Grey","4174","0","0","0","0","1001"
"SLOUCHY-3S-PLUSH-GREY","Slouchy - 3 Seater Sofa - Plush Grey","4182","0","0","0","0","1"
"SLOUCHY-3S-PLUSH-BLUE","Slouchy - 3 Seater Sofa - Plush Blue","4174","0","0","0","0","1001"
"SLOUCHY-3S-PLUSH-BLUE","Slouchy - 3 Seater Sofa - Plush Blue","4182","0","0","0","0","1"
"SLOUCHY-3S-PASTEL-GREEN","Slouchy - 3 Seater Sofa - Pastel Green","","","","","",""
"SLOUCHY-3S-NAVY-VELVET","Slouchy - 3 Seater Sofa - Navy Velvet","","","","","",""
"SLOUCHY-3S-MATTE-BLACK","Slouchy - 3 Seater Sofa - Matte Black","","","","","",""
"SLOUCHY-3S-MAD-STL","Slouchy - 3 Seater Sofa - Madrid Steel","4174","0","0","0","0","1001"
"SLOUCHY-3S-MAD-STL","Slouchy - 3 Seater Sofa - Madrid Steel","4182","0","0","0","0","1"
"SLOUCHY-3S-MAD-CHAR","Slouchy - 3 Seater Sofa - Madrid Charcoal","4174","0","0","0","0","1001"
"SLOUCHY-3S-MAD-CHAR","Slouchy - 3 Seater Sofa - Madrid Charcoal","4182","0","0","0","0","1"
"SLOUCHY-3S-LIGHT-GREY","Slouchy - 3 Seater Sofa - Soft Light Grey","","","","","",""
"SLOUCHY-3S-KNITTED-BLACK","Slouchy - 3 Seater Sofa - Knitted Black","","","","","",""
"SLOUCHY-3S-KNITTED-BEIGE","Slouchy - 3 Seater Sofa - Knitted Beige","","","","","",""
"SLOUCHY-3S-KEN-MINK","Slouchy - 3 Seater Sofa - Kensington Mink","4174","0","0","0","0","1001"
"SLOUCHY-3S-KEN-MINK","Slouchy - 3 Seater Sofa - Kensington Mink","4182","0","0","0","0","1"
"SLOUCHY-3S-GREY-VELVET","Slouchy - 3 Seater Sofa - Dark Grey Velvet","","","","","",""
"SLOUCHY-3S-FRAME","SLOUCHY-3S-FRAME","4174","0","0","0","0","1001"
"SLOUCHY-3S-FRAME","SLOUCHY-3S-FRAME","4175","0","0","0","0","4"
"SLOUCHY-3S-FRAME","SLOUCHY-3S-FRAME","4182","0","0","0","0","1"
"SLOUCHY-3S-DEV-TRUF","Slouchy - 3 Seater Sofa - Devon Truffle","4174","0","0","0","0","1001"
"SLOUCHY-3S-DEV-TRUF","Slouchy - 3 Seater Sofa - Devon Truffle","4182","0","0","0","0","1"
"SLOUCHY-3S-DEV-JET","Slouchy - 3 Seater Sofa - Devon Jet","4174","0","0","0","0","1001"
"SLOUCHY-3S-DEV-JET","Slouchy - 3 Seater Sofa - Devon Jet","4182","0","0","0","0","1"
"SLOUCHY-3S-DEV-ASH","Slouchy - 3 Seater Sofa - Devon Ash","4174","0","0","0","0","1001"
"SLOUCHY-3S-DEV-ASH","Slouchy - 3 Seater Sofa - Devon Ash","4182","0","0","0","0","1"
"SLOUCHY-3S-DARK-GREY","Slouchy - 3 Seater Sofa - Dark Grey","","","","","",""
"SLOUCHY-3S-BLACK-VELVET","Slouchy - 3 Seater Sofa - Black Velvet","","","","","",""
"SLOUCHY-3S-BEIGE-VELVET","Slouchy - 3 Seater Sofa - Beige Velvet","","","","","",""
"SLOUCHY-3S-BEIGE-FABRIC","Slouchy - 3 Seater Sofa - Beige","","","","","",""
"SLOUCHY-2S-TXT-DARK-GREY","Slouchy - 2 Seater Sofa - Textured Dark Grey","","","","","",""
"SLOUCHY-2S-TURQUOISE-VELVET","Slouchy - 2 Seater Sofa - Turquoise Velvet","","","","","",""
"SLOUCHY-2S-TEDDY-SLATE","Slouchy - 2 Seater Sofa - Teddy Slate","4174","0","0","0","0","1001"
"SLOUCHY-2S-TEDDY-SLATE","Slouchy - 2 Seater Sofa - Teddy Slate","4182","0","0","0","0","1"
"SLOUCHY-2S-TEDDY-IVRY","Slouchy - 2 Seater Sofa - Teddy Ivory","4174","0","0","0","0","1001"
"SLOUCHY-2S-TEDDY-IVRY","Slouchy - 2 Seater Sofa - Teddy Ivory","4182","0","0","0","0","1"
"SLOUCHY-2S-PLUSH-GREY","Slouchy - 2 Seater Sofa - Plush Grey","4174","0","0","0","0","1001"
"SLOUCHY-2S-PLUSH-GREY","Slouchy - 2 Seater Sofa - Plush Grey","4182","0","0","0","0","1"
"SLOUCHY-2S-PLUSH-BLUE","Slouchy - 2 Seater Sofa - Plush Blue","4174","0","0","0","0","1001"
"SLOUCHY-2S-PLUSH-BLUE","Slouchy - 2 Seater Sofa - Plush Blue","4182","0","0","0","0","1"
"SLOUCHY-2S-PASTEL-GREEN","Slouchy - 2 Seater Sofa - Pastel Green","","","","","",""
"SLOUCHY-2S-NAVY-VELVET","Slouchy - 2 Seater Sofa - Navy Velvet","","","","","",""
"SLOUCHY-2S-MATTE-BLACK","Slouchy - 2 Seater Sofa - Matte Black","","","","","",""
"SLOUCHY-2S-MAD-STL","Slouchy - 2 Seater Sofa - Madrid Steel","4174","0","0","0","0","1001"
"SLOUCHY-2S-MAD-STL","Slouchy - 2 Seater Sofa - Madrid Steel","4182","0","0","0","0","1"
"SLOUCHY-2S-MAD-CHAR","Slouchy - 2 Seater Sofa - Madrid Charcoal","4174","0","0","0","0","1001"
"SLOUCHY-2S-MAD-CHAR","Slouchy - 2 Seater Sofa - Madrid Charcoal","4182","0","0","0","0","1"
"SLOUCHY-2S-LIGHT-GREY","Slouchy - 2 Seater Sofa - Soft Light Grey","","","","","",""
"SLOUCHY-2S-KNITTED-BLACK","Slouchy - 2 Seater Sofa - Knitted Black","","","","","",""
"SLOUCHY-2S-KNITTED-BEIGE","Slouchy - 2 Seater Sofa - Knitted Beige","","","","","",""
"SLOUCHY-2S-KEN-MINK","Slouchy - 2 Seater Sofa - Kensington Mink","4174","0","0","0","0","1001"
"SLOUCHY-2S-KEN-MINK","Slouchy - 2 Seater Sofa - Kensington Mink","4182","0","0","0","0","1"
"SLOUCHY-2S-GREY-VELVET","Slouchy - 2 Seater Sofa - Dark Grey Velvet","","","","","",""
"SLOUCHY-2S-FRAME","SLOUCHY-2S-FRAME","4175","0","0","0","0","4"
"SLOUCHY-2S-DEV-TRUF","Slouchy - 2 Seater Sofa - Devon Truffle","4174","0","0","0","0","1001"
"SLOUCHY-2S-DEV-TRUF","Slouchy - 2 Seater Sofa - Devon Truffle","4182","0","0","0","0","1"
"SLOUCHY-2S-DEV-JET","Slouchy - 2 Seater Sofa - Devon Jet","4174","0","0","0","0","1001"
"SLOUCHY-2S-DEV-JET","Slouchy - 2 Seater Sofa - Devon Jet","4182","0","0","0","0","1"
"SLOUCHY-2S-DEV-ASH","Slouchy - 2 Seater Sofa - Devon Ash","4174","0","0","0","0","1001"
"SLOUCHY-2S-DEV-ASH","Slouchy - 2 Seater Sofa - Devon Ash","4182","0","0","0","0","1"
"SLOUCHY-2S-DARK-GREY","Slouchy - 2 Seater Sofa - Dark Grey","","","","","",""
"SLOUCHY-2S-BLACK-VELVET","Slouchy - 2 Seater Sofa - Black Velvet","","","","","",""
"SLOUCHY-2S-BEIGE-VELVET","Slouchy - 2 Seater Sofa - Beige Velvet","","","","","",""
"SLOUCHY-2S-BEIGE-FABRIC","Slouchy - 2 Seater Sofa - Beige","","","","","",""
"SKARNES-SEATCUSH","SKARNES-SEATCUSH","4174","0","0","0","0","1001"
"SKARNES-SEATCUSH","SKARNES-SEATCUSH","4175","0","0","0","0","4"
"SKARNES-OTTOMAN-TABLE","Skarnes Ottoman Coffee Table","4174","0","0","0","0","1001"
"SKARNES-OTTOMAN-TABLE","Skarnes Ottoman Coffee Table","4175","0","0","0","0","4"
"SKARNES-OTTOMAN-TABLE","Skarnes Ottoman Coffee Table","4177","23","23","0","0","1"
"SKARNES-OTTOMAN-TABLE","Skarnes Ottoman Coffee Table","4179","50","50","0","0","5"
"SKARNES-OTTOMAN-TABLE","Skarnes Ottoman Coffee Table","4180","24","24","0","0","1003"
"SKARNES-MIDDLE-CHAIR","Skarnes Middle Chair","4174","0","0","0","0","1001"
"SKARNES-MIDDLE-CHAIR","Skarnes Middle Chair","4175","0","0","0","0","4"
"SKARNES-MIDDLE-CHAIR","Skarnes Middle Chair","4177","42","42","0","0","1"
"SKARNES-MIDDLE-CHAIR","Skarnes Middle Chair","4179","40","40","0","0","5"
"SKARNES-MIDDLE-CHAIR","Skarnes Middle Chair","4180","44","44","0","0","1003"
"SKARNES-GLASS","SKARNES-GLASS","4174","0","0","0","0","1001"
"SKARNES-GLASS","SKARNES-GLASS","4175","0","0","0","0","4"
"SKARNES-CORNER-SET","Skarnes - Rattan Corner Lounge Set with Armchair","","","","","",""
"SKARNES-CORNER-CHAIR","Skarnes Corner Chair","4175","0","0","0","0","4"
"SKARNES-CORNER-CHAIR","Skarnes Corner Chair","4174","0","0","0","0","1001"
"SKARNES-CORNER-CHAIR","Skarnes Corner Chair","4177","68","68","0","0","1"
"SKARNES-CORNER-CHAIR","Skarnes Corner Chair","4179","128","128","0","0","5"
"SKARNES-CORNER-CHAIR","Skarnes Corner Chair","4180","71","71","0","0","1003"
"SKARNES-COFFEE-TABLE","Skarnes Coffee Table","4174","0","0","0","0","1001"
"SKARNES-COFFEE-TABLE","Skarnes Coffee Table","4175","0","0","0","0","4"
"SKARNES-COFFEE-TABLE","Skarnes Coffee Table","4177","0","0","0","0","1"
"SKARNES-BACKCUSH","SKARNES-BACKCUSH","4174","0","0","0","0","1001"
"SKARNES-BACKCUSH","SKARNES-BACKCUSH","4175","0","0","0","0","4"
"SKARNES-ARMCHAIR","Skarnes Armchair","4174","0","0","0","0","1001"
"SKARNES-ARMCHAIR","Skarnes Armchair","4175","0","0","0","0","4"
"SKARNES-ARMCHAIR","Skarnes Armchair","4177","5","5","0","0","1"
"SKARNES-ARMCHAIR","Skarnes Armchair","4180","5","5","0","0","1003"
"SKARNES-5S","Skarnes - Rattan Corner Lounge Set","","","","","",""
"SKAGEN-WHITE-6S-220","Skagen - 220cm Walnut Dining Set - White - 6 Seats","","","","","",""
"SKAGEN-WHITE-6S-180","Skagen - 180cm Walnut Dining Set - White - 6 Seats","","","","","",""
"SKAGEN-ROUND-DT-120","Skagen Round Dining Table ̢???? 120","4174","0","0","0","0","1001"
"SKAGEN-ROUND-DT-120","Skagen Round Dining Table ̢???? 120","4175","0","0","0","0","4"
"SKAGEN-RECT-DT-220","Skagen - Dining Table - 220cm","","","","","",""
"SKAGEN-RECT-DT-180","Skagen - Dining Table - 180cm","","","","","",""
"SKAGEN-GREY-6S-220","Skagen - 220cm Walnut Dining Set - Grey - 6 Seats","","","","","",""
"SKAGEN-GREY-6S-180","Skagen - 180cm Walnut Dining Set - Grey - 6 Seats","","","","","",""
"SKAGEN-DT-220-BOX-2-OF-2","SKAGEN-DT-220-BOX-2-OF-2","4174","0","0","0","0","1001"
"SKAGEN-DT-220-BOX-2-OF-2","SKAGEN-DT-220-BOX-2-OF-2","4175","0","0","0","0","4"
"SKAGEN-DT-220-BOX-1-OF-2","SKAGEN-DT-220-BOX-1-OF-2","4174","0","0","0","0","1001"
"SKAGEN-DT-220-BOX-1-OF-2","SKAGEN-DT-220-BOX-1-OF-2","4175","1","1","0","0","4"
"SKAGEN-DT-180-BOX-2-OF-2","SKAGEN-DT-180-BOX-2-OF-2","4174","0","0","0","0","1001"
"SKAGEN-DT-180-BOX-2-OF-2","SKAGEN-DT-180-BOX-2-OF-2","4175","2","2","0","0","4"
"SKAGEN-DT-180-BOX-1-OF-2","SKAGEN-DT-180-BOX-1-OF-2","4174","0","0","0","0","1001"
"SKAGEN-DT-180-BOX-1-OF-2","SKAGEN-DT-180-BOX-1-OF-2","4175","0","0","0","0","4"
"SKAGEN-BLACK-6S-220","Skagen - 220cm Walnut Dining Set - Black - 6 Seats","","","","","",""
"SKAGEN-BLACK-6S-180","Skagen - 180cm Walnut Dining Set - Black - 6 Seats","","","","","",""
"SKAGEN-220-G-VELVET","Skagen - 220cm Walnut Dining Set - Grey Velvet - 6 Seats","","","","","",""
"SION-HEATER","Sion - 2200w Wall Mounted Electric Patio Heater","4174","0","0","0","0","1001"
"SION-HEATER","Sion - 2200w Wall Mounted Electric Patio Heater","4175","314","314","0","0","4"
"SIENNA-VENCE-3S","Sienna Vence 3 Seater Sofa - Grey","4174","0","0","0","0","1001"
"SIENNA-VENCE-3S","Sienna Vence 3 Seater Sofa - Grey","4175","0","0","0","0","4"
"SIENNA-VENCE-2S","Sienna Vence 2 Seater Sofa - Grey","4174","0","0","0","0","1001"
"SIENNA-VENCE-2S","Sienna Vence 2 Seater Sofa - Grey","4175","0","0","0","0","4"
"SIENNA-VELVET-3S","Sienna Velvet 3 Seater Sofa - Velvet Blue","4174","0","0","0","0","1001"
"SIENNA-VELVET-3S","Sienna Velvet 3 Seater Sofa - Velvet Blue","4175","0","0","0","0","4"
"SIENNA-VELVET-2S","Sienna Velvet 2 Seater Sofa - Velvet Blue","4174","0","0","0","0","1001"
"SIENNA-VELVET-2S","Sienna Velvet 2 Seater Sofa - Velvet Blue","4175","0","0","0","0","4"
"SIENNA-UPDOWN-TABLE-120","SIENNA-UPDOWN-TABLE-120","4174","0","0","0","0","1001"
"SIENNA-UPDOWN-TABLE-120","SIENNA-UPDOWN-TABLE-120","4175","0","0","0","0","4"
"SIENNA-TABLE-90","SIENNA-TABLE-90","4174","0","0","0","0","1001"
"SIENNA-TABLE-90","SIENNA-TABLE-90","4175","0","0","0","0","4"
"SIENNA-SOFA-2-OF-2","SIENNA-SOFA-2-OF-2","4174","0","0","0","0","1001"
"SIENNA-SOFA-2-OF-2","SIENNA-SOFA-2-OF-2","4175","0","0","0","0","4"
"SIENNA-SOFA-1-OF-2","SIENNA-SOFA-1-OF-2","4174","0","0","0","0","1001"
"SIENNA-SOFA-1-OF-2","SIENNA-SOFA-1-OF-2","4175","0","0","0","0","4"
"SIENNA-ROUND-70","SIENNA-ROUND-70","4174","0","0","0","0","1001"
"SIENNA-ROUND-70","SIENNA-ROUND-70","4175","0","0","0","0","4"
"SIENNA-ROUND-150","SIENNA-ROUND-150","4174","0","0","0","0","1001"
"SIENNA-ROUND-150","SIENNA-ROUND-150","4175","0","0","0","0","4"
"SIENNA-ROUND-120","SIENNA-ROUND-120","4174","0","0","0","0","1001"
"SIENNA-ROUND-120","SIENNA-ROUND-120","4175","0","0","0","0","4"
"SIENNA-RECT-200","SIENNA-RECT-200","4174","0","0","0","0","1001"
"SIENNA-RECT-200","SIENNA-RECT-200","4175","0","0","0","0","4"
"SIENNA-CUSHION-BOX","SIENNA-CUSHION-BOX","4174","0","0","0","0","1001"
"SIENNA-CUSHION-BOX","SIENNA-CUSHION-BOX","4175","0","0","0","0","4"
"SIENNA-BENCHES-X2","SIENNA-BENCHES-X2","4174","0","0","0","0","1001"
"SIENNA-BENCHES-X2","SIENNA-BENCHES-X2","4175","0","0","0","0","4"
"SIENNA-ARMCHAIR-X2","SIENNA-ARMCHAIR-X2","4174","0","0","0","0","1001"
"SIENNA-ARMCHAIR-X2","SIENNA-ARMCHAIR-X2","4175","0","0","0","0","4"
"SIENNA-8S","Sienna - Modern Garden Dining Set - 8 Seater","","","","","",""
"SIENNA-6S","Sienna - Modern Garden Dining Set - 6 Seater","","","","","",""
"SIENNA STACKING CHAIR","Sienna Stacking Armchair","4174","0","0","0","0","1001"
"SIENNA STACKING CHAIR","Sienna Stacking Armchair","4175","0","0","0","0","4"
"SIENNA STACKING CHAIR","Sienna Stacking Armchair","4177","0","0","0","0","1"
"SIENNA 200cm TABLE","Sienna 200cm Outdoor Dining Table","4174","0","0","0","0","1001"
"SIENNA 200cm TABLE","Sienna 200cm Outdoor Dining Table","4175","13","13","0","0","4"
"SIENNA 200cm TABLE","Sienna 200cm Outdoor Dining Table","4177","0","0","0","0","1"
"SIENNA 200 TABLE","Sienna 200 Outdoor Dining Table","4177","0","0","0","0","1"
"SHM-CHAISE-SILVER","Stockholm Chaise Lounge Set - Silver Bundle","","","","","",""
"SHM-CHAISE-PLATINUM","Stockholm Chaise Lounge Set - Platinum Bundle","","","","","",""
"SHM-CHAISE-GOLD","Stockholm Chaise Lounge Set - Gold Bundle","","","","","",""
"SHM-CHAISE-BRONZE","Stockholm Chaise Lounge Set - Bronze Bundle","","","","","",""
"SHLLW-PLANTERS-X2","Set of 2 Concrete Planters on a Wooden Stand - W.39 X H.51 / W.36.5 X H.43","4174","0","0","0","0","1001"
"SHLLW-PLANTERS-X2","Set of 2 Concrete Planters on a Wooden Stand - W.39 X H.51 / W.36.5 X H.43","4175","0","0","0","0","4"
"SHLLW-PLANTERS-X2","Set of 2 Concrete Planters on a Wooden Stand - W.39 X H.51 / W.36.5 X H.43","3","0","0","0","0","0"
"SHLLW-PLANTERS-X2","Set of 2 Concrete Planters on a Wooden Stand - W.39 X H.51 / W.36.5 X H.43","4180","0","0","0","0","2"
"SHLLW-PLANTERS-X2","Set of 2 Concrete Planters on a Wooden Stand - W.39 X H.51 / W.36.5 X H.43","4179","5","5","0","0","5"
"SHELTON-TABLE-AND-BENCH-180","Shelton - Dining Bench Set - 6 Seats","","","","","",""
"SHELTON-TABLE-AND-BENCH-150","Shelton - Dining Bench Set - 4 Seats","","","","","",""
"SHELTON-TABLE-180","Shelton - Oak Dining Table - 180","4174","0","0","0","0","1001"
"SHELTON-TABLE-180","Shelton - Oak Dining Table - 180","4175","0","0","0","0","4"
"SHELTON-TABLE-150","Shelton - Oak Dining Table - 150","4174","0","0","0","0","1001"
"SHELTON-TABLE-150","Shelton - Oak Dining Table - 150","4175","0","0","0","0","4"
"SHELTON-TABLE-150","Shelton - Oak Dining Table - 150","3","0","0","0","0","0"
"SHELTON-BENCH-180","Shelton - Oak Bench - 180","4174","0","0","0","0","1001"
"SHELTON-BENCH-180","Shelton - Oak Bench - 180","4175","0","0","0","0","4"
"SHELTON-BENCH-180","Shelton - Oak Bench - 180","4179","11","11","0","0","5"
"SHELTON-BENCH-180","Shelton - Oak Bench - 180","4180","0","0","0","0","2"
"SHELTON-BENCH-150","Shelton - Oak Bench - 150","4174","0","0","0","0","1001"
"SHELTON-BENCH-150","Shelton - Oak Bench - 150","4175","0","0","0","0","4"
"SHELTON-BENCH-150","Shelton - Oak Bench - 150","4179","10","10","0","0","5"
"SHELTON-BENCH-150","Shelton - Oak Bench - 150","4180","0","0","0","0","2"
"SHELTON-180-FLEUR-WHITE-6S","Shelton &amp;amp;amp; Fleur Dining Set - 6 Seats - White","","","","","",""
"SHELTON-180-FLEUR-TEAL-6S","Shelton &amp;amp;amp; Fleur Dining Set - 6 Seats - Teal","","","","","",""
"SHELTON-180-FLEUR-PINK-6S","Shelton &amp;amp;amp; Fleur Dining Set - 6 Seats - Pink","","","","","",""
"SHELTON-180-FLEUR-GREY-6S","Shelton &amp;amp;amp; Fleur Dining Set - 6 Seats - Grey","","","","","",""
"SHELTON-180-ERIKA-GREY-6S","Shelton &amp;amp;amp; Erika Dining Set - 6 Seats - Grey","","","","","",""
"SHELTON-180-ERIKA-GREEN-6S","Shelton &amp;amp;amp; Erika Dining Set - 6 Seats - Green","","","","","",""
"SHELTON-180-ERIKA-CREAM-6S","Shelton &amp;amp;amp; Erika Dining Set - 6 Seats - Cream","","","","","",""
"SHELTON-180-ERIKA-BROWN-6S","Shelton &amp;amp;amp; Erika Dining Set - 6 Seats - Brown","","","","","",""
"SHELTON-180-COMFORT-BLK-6S","Shelton &amp;amp;amp; Comfort Dining Set - 6 Seats - Black","","","","","",""
"SHELTON-180-ASTRID-PINK-6S","Shelton &amp;amp;amp; Astrid Dining Set - 6 Seats - Pink","","","","","",""
"SHELTON-180-ASTRID-GREY-6S","Shelton &amp;amp;amp; Astrid Dining Set - 6 Seats - Grey","","","","","",""
"SHELTON-180-ASTRID-GREEN-6S","Shelton &amp;amp;amp; Astrid Dining Set - 6 Seats - Green","","","","","",""
"SHELTON-180-ARIA-GREY-6S","Shelton &amp;amp;amp; Aria Dining Set - 6 Seats - Grey","","","","","",""
"SHELTON-180-ARIA-GREEN-6S","Shelton &amp;amp;amp; Aria Dining Set - 6 Seats - Green","","","","","",""
"SHELTON-180-ARIA-BLUE-6S","Shelton &amp;amp;amp; Aria Dining Set - 6 Seats - Blue","","","","","",""
"SHELTON-150-FLEUR-WHITE-4S","Shelton &amp;amp;amp; Fleur Dining Set - 4 Seats - White","","","","","",""
"SHELTON-150-FLEUR-TEAL-4S","Shelton &amp;amp;amp; Fleur Dining Set - 4 Seats - Teal","","","","","",""
"SHELTON-150-FLEUR-PINK-4S","Shelton &amp;amp;amp; Fleur Dining Set - 4 Seats - Pink","","","","","",""
"SHELTON-150-FLEUR-GREY-4S","Shelton &amp;amp;amp; Fleur Dining Set - 4 Seats - Grey","","","","","",""
"SHELTON-150-ERIKA-GREY-4S","Shelton &amp;amp;amp; Erika Dining Set - 4 Seats - Grey","","","","","",""
"SHELTON-150-ERIKA-GREEN-4S","Shelton &amp;amp;amp; Erika Dining Set - 4 Seats - Green","","","","","",""
"SHELTON-150-ERIKA-CREAM-4S","Shelton &amp;amp;amp; Erika Dining Set - 4 Seats - Cream","","","","","",""
